episode_id,scenario,provenance,gold_root,red_herrings,stated_cause,machine_label,human_label,notes
github_network_partition#0,github_network_partition,gold,"a 43-second intersite link loss made the Raft 'orchestrator' deselect the East primary and reform quorum on the West coast; the database 'problem' is a network partition / split-brain, and a naive failback would lose ~40min of writes",a database capacity problem | failing back to East is safe | promoting more read replicas helps | a bad deploy,"a 43-second intersite link loss made the Raft 'orchestrator' deselect the East primary and reform quorum on the West coast; the database 'problem' is a network partition / split-brain, and a naive failback would lose ~40min of writes",CORRECT,,
github_network_partition#1,github_network_partition,herring,"a 43-second intersite link loss made the Raft 'orchestrator' deselect the East primary and reform quorum on the West coast; the database 'problem' is a network partition / split-brain, and a naive failback would lose ~40min of writes",a database capacity problem | failing back to East is safe | promoting more read replicas helps | a bad deploy,the incident is caused by a database capacity problem,WRONG,,
github_network_partition#2,github_network_partition,generic,"a 43-second intersite link loss made the Raft 'orchestrator' deselect the East primary and reform quorum on the West coast; the database 'problem' is a network partition / split-brain, and a naive failback would lose ~40min of writes",a database capacity problem | failing back to East is safe | promoting more read replicas helps | a bad deploy,the service is just overloaded and needs more replicas,WRONG,,
github_proxysql_fd_limit#0,github_proxysql_fd_limit,gold,systemd silently clamped LimitNOFILE so 'proxysql' hit a 65k FD ceiling far below its config; connection saturation stalls writes on mysql1 — it looks like DB capacity but is a silent FD limit,a database capacity / connection-pool shortage | a resource-intensive query is to blame | restarting ProxySQL will fix it | the primary promotion caused it,systemd silently clamped LimitNOFILE so 'proxysql' hit a 65k FD ceiling far below its config; connection saturation stalls writes on mysql1 — it looks like DB capacity but is a silent FD limit,CORRECT,,
github_proxysql_fd_limit#1,github_proxysql_fd_limit,herring,systemd silently clamped LimitNOFILE so 'proxysql' hit a 65k FD ceiling far below its config; connection saturation stalls writes on mysql1 — it looks like DB capacity but is a silent FD limit,a database capacity / connection-pool shortage | a resource-intensive query is to blame | restarting ProxySQL will fix it | the primary promotion caused it,the incident is caused by a database capacity / connection-pool shortage,WRONG,,
github_proxysql_fd_limit#2,github_proxysql_fd_limit,generic,systemd silently clamped LimitNOFILE so 'proxysql' hit a 65k FD ceiling far below its config; connection saturation stalls writes on mysql1 — it looks like DB capacity but is a silent FD limit,a database capacity / connection-pool shortage | a resource-intensive query is to blame | restarting ProxySQL will fix it | the primary promotion caused it,the service is just overloaded and needs more replicas,WRONG,,
github_zk_splitbrain#0,github_zk_splitbrain,gold,"two ZooKeeper clusters ('zk-ensemble') ended up with conflicting Kafka state after a partition, so coordination reads diverged (split-brain); reconciling the ensemble / fencing the stale quorum is the fix, not restarting Kafka or adding brokers",a Kafka broker capacity shortage | restarting the brokers will fix it | a bad deploy | a disk problem on the brokers,"two ZooKeeper clusters ('zk-ensemble') ended up with conflicting Kafka state after a partition, so coordination reads diverged (split-brain); reconciling the ensemble / fencing the stale quorum is the fix, not restarting Kafka or adding brokers",CORRECT,,
github_zk_splitbrain#1,github_zk_splitbrain,herring,"two ZooKeeper clusters ('zk-ensemble') ended up with conflicting Kafka state after a partition, so coordination reads diverged (split-brain); reconciling the ensemble / fencing the stale quorum is the fix, not restarting Kafka or adding brokers",a Kafka broker capacity shortage | restarting the brokers will fix it | a bad deploy | a disk problem on the brokers,the incident is caused by a Kafka broker capacity shortage,WRONG,,
github_zk_splitbrain#2,github_zk_splitbrain,generic,"two ZooKeeper clusters ('zk-ensemble') ended up with conflicting Kafka state after a partition, so coordination reads diverged (split-brain); reconciling the ensemble / fencing the stale quorum is the fix, not restarting Kafka or adding brokers",a Kafka broker capacity shortage | restarting the brokers will fix it | a bad deploy | a disk problem on the brokers,the service is just overloaded and needs more replicas,WRONG,,
gke_ip_exhaustion#0,gke_ip_exhaustion,gold,the cluster exhausted its Pod CIDR ('pod-cidr-pool') so new pods can't get IPs and stay Pending; the scheduling failures look like a scheduler or capacity bug but are IP-pool exhaustion — reclaim/restart to release leaked allocations (or widen the range),the scheduler is broken | the nodes are out of CPU/memory | a bad deploy | a network policy is blocking pods,the cluster exhausted its Pod CIDR ('pod-cidr-pool') so new pods can't get IPs and stay Pending; the scheduling failures look like a scheduler or capacity bug but are IP-pool exhaustion — reclaim/restart to release leaked allocations (or widen the range),CORRECT,,
gke_ip_exhaustion#1,gke_ip_exhaustion,herring,the cluster exhausted its Pod CIDR ('pod-cidr-pool') so new pods can't get IPs and stay Pending; the scheduling failures look like a scheduler or capacity bug but are IP-pool exhaustion — reclaim/restart to release leaked allocations (or widen the range),the scheduler is broken | the nodes are out of CPU/memory | a bad deploy | a network policy is blocking pods,the incident is caused by the scheduler is broken,WRONG,,
gke_ip_exhaustion#2,gke_ip_exhaustion,generic,the cluster exhausted its Pod CIDR ('pod-cidr-pool') so new pods can't get IPs and stay Pending; the scheduling failures look like a scheduler or capacity bug but are IP-pool exhaustion — reclaim/restart to release leaked allocations (or widen the range),the scheduler is broken | the nodes are out of CPU/memory | a bad deploy | a network policy is blocking pods,the service is just overloaded and needs more replicas,WRONG,,
incidentio_anetd_cpu#0,incidentio_anetd_cpu,gold,"the node CNI agent ('dataplane-agent', GKE Dataplane V2 anetd) CPU-saturates under rapid TCP churn and drops packets for unrelated pods on the node — the DB/cache timeouts are downstream",an application connection-pool bug | the managed memcached is at fault | stale TCP connections | disabling Dataplane V2 will fix it,"the node CNI agent ('dataplane-agent', GKE Dataplane V2 anetd) CPU-saturates under rapid TCP churn and drops packets for unrelated pods on the node — the DB/cache timeouts are downstream",CORRECT,,
incidentio_anetd_cpu#1,incidentio_anetd_cpu,herring,"the node CNI agent ('dataplane-agent', GKE Dataplane V2 anetd) CPU-saturates under rapid TCP churn and drops packets for unrelated pods on the node — the DB/cache timeouts are downstream",an application connection-pool bug | the managed memcached is at fault | stale TCP connections | disabling Dataplane V2 will fix it,the incident is caused by an application connection-pool bug,WRONG,,
incidentio_anetd_cpu#2,incidentio_anetd_cpu,generic,"the node CNI agent ('dataplane-agent', GKE Dataplane V2 anetd) CPU-saturates under rapid TCP churn and drops packets for unrelated pods on the node — the DB/cache timeouts are downstream",an application connection-pool bug | the managed memcached is at fault | stale TCP connections | disabling Dataplane V2 will fix it,the service is just overloaded and needs more replicas,WRONG,,
ingest_fd_exhaust#0,ingest_fd_exhaust,gold,'log-ingest' exhausted its file-descriptor limit (sockets leaked under load) so new connections fail; restarting the service resets the FD table,a database capacity problem | a bad deploy | needs more memory,'log-ingest' exhausted its file-descriptor limit (sockets leaked under load) so new connections fail; restarting the service resets the FD table,CORRECT,,
ingest_fd_exhaust#1,ingest_fd_exhaust,herring,'log-ingest' exhausted its file-descriptor limit (sockets leaked under load) so new connections fail; restarting the service resets the FD table,a database capacity problem | a bad deploy | needs more memory,the incident is caused by a database capacity problem,WRONG,,
ingest_fd_exhaust#2,ingest_fd_exhaust,generic,'log-ingest' exhausted its file-descriptor limit (sockets leaked under load) so new connections fail; restarting the service resets the FD table,a database capacity problem | a bad deploy | needs more memory,the service is just overloaded and needs more replicas,CORRECT,,
kafka_poison_pill#0,kafka_poison_pill,gold,"an unserializable 'poison-pill' message at the head of the partition crashes every consumer in 'consumer-group' on deserialize, blocking all progress; rolling back / skipping the bad content unblocks it — it is not a consumer capacity or code-version problem",the consumers need more capacity | a consumer code bug | the broker is down | a network fault,"an unserializable 'poison-pill' message at the head of the partition crashes every consumer in 'consumer-group' on deserialize, blocking all progress; rolling back / skipping the bad content unblocks it — it is not a consumer capacity or code-version problem",CORRECT,,
kafka_poison_pill#1,kafka_poison_pill,herring,"an unserializable 'poison-pill' message at the head of the partition crashes every consumer in 'consumer-group' on deserialize, blocking all progress; rolling back / skipping the bad content unblocks it — it is not a consumer capacity or code-version problem",the consumers need more capacity | a consumer code bug | the broker is down | a network fault,the incident is caused by the consumers need more capacity,WRONG,,
kafka_poison_pill#2,kafka_poison_pill,generic,"an unserializable 'poison-pill' message at the head of the partition crashes every consumer in 'consumer-group' on deserialize, blocking all progress; rolling back / skipping the bad content unblocks it — it is not a consumer capacity or code-version problem",the consumers need more capacity | a consumer code bug | the broker is down | a network fault,the service is just overloaded and needs more replicas,WRONG,,
knight_capital_conflict#0,knight_capital_conflict,gold,"'order-router' ran conflicting deployed versions (a repurposed feature flag reactivated dead code on some hosts), so it emitted runaway orders; rolling the divergent revision back to a consistent version stops it — it is a version-conflict, not a market-data or capacity issue",a market-data feed problem | the gateway needs more capacity | a network fault | a database outage,"'order-router' ran conflicting deployed versions (a repurposed feature flag reactivated dead code on some hosts), so it emitted runaway orders; rolling the divergent revision back to a consistent version stops it — it is a version-conflict, not a market-data or capacity issue",CORRECT,,
knight_capital_conflict#1,knight_capital_conflict,herring,"'order-router' ran conflicting deployed versions (a repurposed feature flag reactivated dead code on some hosts), so it emitted runaway orders; rolling the divergent revision back to a consistent version stops it — it is a version-conflict, not a market-data or capacity issue",a market-data feed problem | the gateway needs more capacity | a network fault | a database outage,the incident is caused by a market-data feed problem,WRONG,,
knight_capital_conflict#2,knight_capital_conflict,generic,"'order-router' ran conflicting deployed versions (a repurposed feature flag reactivated dead code on some hosts), so it emitted runaway orders; rolling the divergent revision back to a consistent version stops it — it is a version-conflict, not a market-data or capacity issue",a market-data feed problem | the gateway needs more capacity | a network fault | a database outage,the service is just overloaded and needs more replicas,WRONG,,
launchdarkly_cold_cache#0,launchdarkly_cold_cache,gold,"during a cloud outage an operator cut 'flag-router' over to a legacy routing path with COLD caches, so SDKs retried on every miss and collapsed the streaming service — the second-phase outage is a self-inflicted cold-cache cutover, not pure cloud fallout",pure upstream cloud-provider fallout | scaling out will relieve it | a bad deploy | an internal code bug in the router,"during a cloud outage an operator cut 'flag-router' over to a legacy routing path with COLD caches, so SDKs retried on every miss and collapsed the streaming service — the second-phase outage is a self-inflicted cold-cache cutover, not pure cloud fallout",CORRECT,,
launchdarkly_cold_cache#1,launchdarkly_cold_cache,herring,"during a cloud outage an operator cut 'flag-router' over to a legacy routing path with COLD caches, so SDKs retried on every miss and collapsed the streaming service — the second-phase outage is a self-inflicted cold-cache cutover, not pure cloud fallout",pure upstream cloud-provider fallout | scaling out will relieve it | a bad deploy | an internal code bug in the router,the incident is caused by pure upstream cloud-provider fallout,WRONG,,
launchdarkly_cold_cache#2,launchdarkly_cold_cache,generic,"during a cloud outage an operator cut 'flag-router' over to a legacy routing path with COLD caches, so SDKs retried on every miss and collapsed the streaming service — the second-phase outage is a self-inflicted cold-cache cutover, not pure cloud fallout",pure upstream cloud-provider fallout | scaling out will relieve it | a bad deploy | an internal code bug in the router,the service is just overloaded and needs more replicas,CORRECT,,
media_oom_leak#0,media_oom_leak,gold,'thumbnailer' has a per-process heap leak: RSS climbs past the memory limit and the kernel OOM-kills it; raise the limit and restart to clear the leaked heap,too few replicas / needs scaling | a caching problem | a bad deploy,'thumbnailer' has a per-process heap leak: RSS climbs past the memory limit and the kernel OOM-kills it; raise the limit and restart to clear the leaked heap,CORRECT,,
media_oom_leak#1,media_oom_leak,herring,'thumbnailer' has a per-process heap leak: RSS climbs past the memory limit and the kernel OOM-kills it; raise the limit and restart to clear the leaked heap,too few replicas / needs scaling | a caching problem | a bad deploy,the incident is caused by too few replicas / needs scaling,WRONG,,
media_oom_leak#2,media_oom_leak,generic,'thumbnailer' has a per-process heap leak: RSS climbs past the memory limit and the kernel OOM-kills it; raise the limit and restart to clear the leaked heap,too few replicas / needs scaling | a caching problem | a bad deploy,the service is just overloaded and needs more replicas,WRONG,,
oom_kill#0,oom_kill,gold,a per-process memory leak on 'image-resizer': its RSS climbs past the container memory limit and the kernel OOM-kills the pod,too few replicas / needs more scaling | a cache problem | a bad deploy / image regression,a per-process memory leak on 'image-resizer': its RSS climbs past the container memory limit and the kernel OOM-kills the pod,CORRECT,,
oom_kill#1,oom_kill,herring,a per-process memory leak on 'image-resizer': its RSS climbs past the container memory limit and the kernel OOM-kills the pod,too few replicas / needs more scaling | a cache problem | a bad deploy / image regression,the incident is caused by too few replicas / needs more scaling,WRONG,,
oom_kill#2,oom_kill,generic,a per-process memory leak on 'image-resizer': its RSS climbs past the container memory limit and the kernel OOM-kills the pod,too few replicas / needs more scaling | a cache problem | a bad deploy / image regression,the service is just overloaded and needs more replicas,WRONG,,
payments_dep_revoked#0,payments_dep_revoked,gold,"'payments-api' lost its external payment-processor credential (revoked key), so all charge calls 401; reinstating the credential / failing over to the backup processor fixes it",a bug in payments-api code | restarting will fix it | a bad deploy | resource exhaustion,"'payments-api' lost its external payment-processor credential (revoked key), so all charge calls 401; reinstating the credential / failing over to the backup processor fixes it",CORRECT,,
payments_dep_revoked#1,payments_dep_revoked,herring,"'payments-api' lost its external payment-processor credential (revoked key), so all charge calls 401; reinstating the credential / failing over to the backup processor fixes it",a bug in payments-api code | restarting will fix it | a bad deploy | resource exhaustion,the incident is caused by a bug in payments-api code,WRONG,,
payments_dep_revoked#2,payments_dep_revoked,generic,"'payments-api' lost its external payment-processor credential (revoked key), so all charge calls 401; reinstating the credential / failing over to the backup processor fixes it",a bug in payments-api code | restarting will fix it | a bad deploy | resource exhaustion,the service is just overloaded and needs more replicas,WRONG,,
railway_gcp_suspension#0,railway_gcp_suspension,gold,"the external 'gcp-network-api' was revoked by a GCP account-suspension sweep, so Railway's control plane lost its network API — an external dependency revocation, not a Railway bug. Cached routing state masks it until it expires; reinstate the API, don't just restart (a restart rebuilds from the revoked API).",a bug in the railway-control-plane code | restarting the control plane will fix it | a bad deploy | internal resource exhaustion,"the external 'gcp-network-api' was revoked by a GCP account-suspension sweep, so Railway's control plane lost its network API — an external dependency revocation, not a Railway bug. Cached routing state masks it until it expires; reinstate the API, don't just restart (a restart rebuilds from the revoked API).",CORRECT,,
railway_gcp_suspension#1,railway_gcp_suspension,herring,"the external 'gcp-network-api' was revoked by a GCP account-suspension sweep, so Railway's control plane lost its network API — an external dependency revocation, not a Railway bug. Cached routing state masks it until it expires; reinstate the API, don't just restart (a restart rebuilds from the revoked API).",a bug in the railway-control-plane code | restarting the control plane will fix it | a bad deploy | internal resource exhaustion,the incident is caused by a bug in the railway-control-plane code,WRONG,,
railway_gcp_suspension#2,railway_gcp_suspension,generic,"the external 'gcp-network-api' was revoked by a GCP account-suspension sweep, so Railway's control plane lost its network API — an external dependency revocation, not a Railway bug. Cached routing state masks it until it expires; reinstate the API, don't just restart (a restart rebuilds from the revoked API).",a bug in the railway-control-plane code | restarting the control plane will fix it | a bad deploy | internal resource exhaustion,the service is just overloaded and needs more replicas,WRONG,,
redis_cache_flush#0,redis_cache_flush,gold,the 'session-cache' Redis instance was flushed/cold so the hit-rate collapsed; it must be warmed/refilled (clear_cache reseeds the working set),a memory leak in the cache | a bad deploy of the cache image | the database is the bottleneck,the 'session-cache' Redis instance was flushed/cold so the hit-rate collapsed; it must be warmed/refilled (clear_cache reseeds the working set),CORRECT,,
redis_cache_flush#1,redis_cache_flush,herring,the 'session-cache' Redis instance was flushed/cold so the hit-rate collapsed; it must be warmed/refilled (clear_cache reseeds the working set),a memory leak in the cache | a bad deploy of the cache image | the database is the bottleneck,the incident is caused by a memory leak in the cache,WRONG,,
redis_cache_flush#2,redis_cache_flush,generic,the 'session-cache' Redis instance was flushed/cold so the hit-rate collapsed; it must be warmed/refilled (clear_cache reseeds the working set),a memory leak in the cache | a bad deploy of the cache image | the database is the bottleneck,the service is just overloaded and needs more replicas,WRONG,,
search_cpu_starve#0,search_cpu_starve,gold,"'search-api' is CPU-starved: CPU pinned at 100% and CFS-throttled, so latency climbs; it needs more capacity (scale out / raise the CPU quota)",a memory leak / OOM | a bad deploy | a downstream dependency outage,"'search-api' is CPU-starved: CPU pinned at 100% and CFS-throttled, so latency climbs; it needs more capacity (scale out / raise the CPU quota)",CORRECT,,
search_cpu_starve#1,search_cpu_starve,herring,"'search-api' is CPU-starved: CPU pinned at 100% and CFS-throttled, so latency climbs; it needs more capacity (scale out / raise the CPU quota)",a memory leak / OOM | a bad deploy | a downstream dependency outage,the incident is caused by a memory leak / OOM,WRONG,,
search_cpu_starve#2,search_cpu_starve,generic,"'search-api' is CPU-starved: CPU pinned at 100% and CFS-throttled, so latency climbs; it needs more capacity (scale out / raise the CPU quota)",a memory leak / OOM | a bad deploy | a downstream dependency outage,the service is just overloaded and needs more replicas,WRONG,,
singleton_node_notready#0,singleton_node_notready,gold,"the only worker node 'worker-node-1' is NotReady (single-node pool), so 'edge-api' has nowhere to run",the edge-api application itself being broken | a bad deploy on edge-api | resource exhaustion inside the app,"the only worker node 'worker-node-1' is NotReady (single-node pool), so 'edge-api' has nowhere to run",CORRECT,,
singleton_node_notready#1,singleton_node_notready,herring,"the only worker node 'worker-node-1' is NotReady (single-node pool), so 'edge-api' has nowhere to run",the edge-api application itself being broken | a bad deploy on edge-api | resource exhaustion inside the app,the incident is caused by the edge-api application itself being broken,WRONG,,
singleton_node_notready#2,singleton_node_notready,generic,"the only worker node 'worker-node-1' is NotReady (single-node pool), so 'edge-api' has nowhere to run",the edge-api application itself being broken | a bad deploy on edge-api | resource exhaustion inside the app,the service is just overloaded and needs more replicas,WRONG,,
slack_consul_cache_db#0,slack_consul_cache_db,gold,"a Consul-agent ('consul-agent') rolling restart churned the memcached ring, collapsing cache hit-rate so a sharded scatter query saturated the DB (metastable) — the DB load is a symptom, not a runaway query",a runaway database query / app bug | restarting the cache nodes will fix it | the database needs more capacity | a bad deploy,"a Consul-agent ('consul-agent') rolling restart churned the memcached ring, collapsing cache hit-rate so a sharded scatter query saturated the DB (metastable) — the DB load is a symptom, not a runaway query",CORRECT,,
slack_consul_cache_db#1,slack_consul_cache_db,herring,"a Consul-agent ('consul-agent') rolling restart churned the memcached ring, collapsing cache hit-rate so a sharded scatter query saturated the DB (metastable) — the DB load is a symptom, not a runaway query",a runaway database query / app bug | restarting the cache nodes will fix it | the database needs more capacity | a bad deploy,the incident is caused by a runaway database query / app bug,WRONG,,
slack_consul_cache_db#2,slack_consul_cache_db,generic,"a Consul-agent ('consul-agent') rolling restart churned the memcached ring, collapsing cache hit-rate so a sharded scatter query saturated the DB (metastable) — the DB load is a symptom, not a runaway query",a runaway database query / app bug | restarting the cache nodes will fix it | the database needs more capacity | a bad deploy,the service is just overloaded and needs more replicas,WRONG,,
slack_tgw_fd_exhaustion#0,slack_tgw_fd_exhaustion,gold,"the AWS Transit Gateway ('transit-gateway') didn't auto-scale for the first-Monday packet surge, causing cross-VPC packet loss; the loud backend/dashboard errors and the FD-exhaustion knock-on are downstream of the network saturation — NOT a recent code regression",a recent app deploy regression | aggressively scaling the web tier will help | an internal bug | a database outage,"the AWS Transit Gateway ('transit-gateway') didn't auto-scale for the first-Monday packet surge, causing cross-VPC packet loss; the loud backend/dashboard errors and the FD-exhaustion knock-on are downstream of the network saturation — NOT a recent code regression",CORRECT,,
slack_tgw_fd_exhaustion#1,slack_tgw_fd_exhaustion,herring,"the AWS Transit Gateway ('transit-gateway') didn't auto-scale for the first-Monday packet surge, causing cross-VPC packet loss; the loud backend/dashboard errors and the FD-exhaustion knock-on are downstream of the network saturation — NOT a recent code regression",a recent app deploy regression | aggressively scaling the web tier will help | an internal bug | a database outage,the incident is caused by a recent app deploy regression,WRONG,,
slack_tgw_fd_exhaustion#2,slack_tgw_fd_exhaustion,generic,"the AWS Transit Gateway ('transit-gateway') didn't auto-scale for the first-Monday packet surge, causing cross-VPC packet loss; the loud backend/dashboard errors and the FD-exhaustion knock-on are downstream of the network saturation — NOT a recent code regression",a recent app deploy regression | aggressively scaling the web tier will help | an internal bug | a database outage,the service is just overloaded and needs more replicas,WRONG,,
